,placeId,lokasi,provinsi,city,timezone,latitude,longitude,hari,prediksi_hujan,temperatureMin,temperatureMax,waktu,timestamp,kondisi_siang,kondisi_malam
56,abf842b4b7f51e76e53bdd2c76cd32452ac40be6480273281bf49cf55cccb0fb,"Aceh Barat, Aceh, Indonesia",Aceh,Aceh Barat,Asia/Jakarta,4.215,96.137,Kamis,5.33,22.0,29,2022-12-29T07:00:00+0700,2022-12-29 00:00:00,Hujan Petang,Hujan Curah Pagi Buta
57,abf842b4b7f51e76e53bdd2c76cd32452ac40be6480273281bf49cf55cccb0fb,"Aceh Barat, Aceh, Indonesia",Aceh,Aceh Barat,Asia/Jakarta,4.215,96.137,Rabu,0.0,22.0,30,2022-12-28T07:00:00+0700,2022-12-28 00:00:00,Berawan,Berawan
58,abf842b4b7f51e76e53bdd2c76cd32452ac40be6480273281bf49cf55cccb0fb,"Aceh Barat, Aceh, Indonesia",Aceh,Aceh Barat,Asia/Jakarta,4.215,96.137,Selasa,0.25,23.0,31,2022-12-27T07:00:00+0700,2022-12-27 00:00:00,Sebagian Besar Berawan,Hujan Ringan Pagi Buta
59,abf842b4b7f51e76e53bdd2c76cd32452ac40be6480273281bf49cf55cccb0fb,"Aceh Barat, Aceh, Indonesia",Aceh,Aceh Barat,Asia/Jakarta,4.215,96.137,Senin,0.0,23.0,31,2022-12-26T07:00:00+0700,2022-12-26 00:00:00,Sebagian Berawan,Berawan
60,af57309e62b57842d4ea2763cced13bb959115110b11c5c63f47fd88d6609b8e,"Aceh Besar, Aceh, Indonesia",Aceh,Aceh Besar,Asia/Jakarta,5.474,95.409,Selasa,2.03,,28,2023-01-24T07:00:00+0700,2023-01-24 00:00:00,Hujan Ringan Pagi,
61,af57309e62b57842d4ea2763cced13bb959115110b11c5c63f47fd88d6609b8e,"Aceh Besar, Aceh, Indonesia",Aceh,Aceh Besar,Asia/Jakarta,5.474,95.409,Senin,68.33,22.0,27,2023-01-23T07:00:00+0700,2023-01-23 00:00:00,Hujan,Berawan
62,af57309e62b57842d4ea2763cced13bb959115110b11c5c63f47fd88d6609b8e,"Aceh Besar, Aceh, Indonesia",Aceh,Aceh Besar,Asia/Jakarta,5.474,95.409,Minggu,18.8,22.0,29,2023-01-22T07:00:00+0700,2023-01-22 00:00:00,Hujan,Hujan Larut Malam
63,af57309e62b57842d4ea2763cced13bb959115110b11c5c63f47fd88d6609b8e,"Aceh Besar, Aceh, Indonesia",Aceh,Aceh Besar,Asia/Jakarta,5.474,95.409,Sabtu,0.51,22.0,27,2023-01-21T07:00:00+0700,2023-01-21 00:00:00,Hujan Ringan,Hujan Pagi Buta
64,af57309e62b57842d4ea2763cced13bb959115110b11c5c63f47fd88d6609b8e,"Aceh Besar, Aceh, Indonesia",Aceh,Aceh Besar,Asia/Jakarta,5.474,95.409,Jumat,7.87,22.0,31,2023-01-20T07:00:00+0700,2023-01-20 00:00:00,Hujan Curah Petang,Hujan/Petir
65,af57309e62b57842d4ea2763cced13bb959115110b11c5c63f47fd88d6609b8e,"Aceh Besar, Aceh, Indonesia",Aceh,Aceh Besar,Asia/Jakarta,5.474,95.409,Kamis,1.27,22.0,31,2023-01-19T07:00:00+0700,2023-01-19 00:00:00,Hujan Curah,Sebagian Berawan
66,af57309e62b57842d4ea2763cced13bb959115110b11c5c63f47fd88d6609b8e,"Aceh Besar, Aceh, Indonesia",Aceh,Aceh Besar,Asia/Jakarta,5.474,95.409,Rabu,0.0,21.0,31,2023-01-18T07:00:00+0700,2023-01-18 00:00:00,Sebagian Besar Berawan,Sebagian Berawan
67,af57309e62b57842d4ea2763cced13bb959115110b11c5c63f47fd88d6609b8e,"Aceh Besar, Aceh, Indonesia",Aceh,Aceh Besar,Asia/Jakarta,5.474,95.409,Selasa,0.0,19.0,30,2023-01-17T07:00:00+0700,2023-01-17 00:00:00,Sebagian Berawan,Sebagian Berawan
68,af57309e62b57842d4ea2763cced13bb959115110b11c5c63f47fd88d6609b8e,"Aceh Besar, Aceh, Indonesia",Aceh,Aceh Besar,Asia/Jakarta,5.474,95.409,Senin,0.0,22.0,30,2023-01-16T07:00:00+0700,2023-01-16 00:00:00,Sebagian Besar Berawan,Berawan
69,af57309e62b57842d4ea2763cced13bb959115110b11c5c63f47fd88d6609b8e,"Aceh Besar, Aceh, Indonesia",Aceh,Aceh Besar,Asia/Jakarta,5.474,95.409,Minggu,0.0,22.0,30,2023-01-15T07:00:00+0700,2023-01-15 00:00:00,Berawan,Awan Pagi Buta/Mulai Cerah Larut Malam
70,af57309e62b57842d4ea2763cced13bb959115110b11c5c63f47fd88d6609b8e,"Aceh Besar, Aceh, Indonesia",Aceh,Aceh Besar,Asia/Jakarta,5.474,95.409,Sabtu,0.0,23.0,30,2023-01-14T07:00:00+0700,2023-01-14 00:00:00,Badai Petir Petang,Berawan
71,af57309e62b57842d4ea2763cced13bb959115110b11c5c63f47fd88d6609b8e,"Aceh Besar, Aceh, Indonesia",Aceh,Aceh Besar,Asia/Jakarta,5.474,95.409,Jumat,0.0,22.0,30,2023-01-13T07:00:00+0700,2023-01-13 00:00:00,Hujan Curah Petir Petang,Badai Petir
72,af57309e62b57842d4ea2763cced13bb959115110b11c5c63f47fd88d6609b8e,"Aceh Besar, Aceh, Indonesia",Aceh,Aceh Besar,Asia/Jakarta,5.474,95.409,Kamis,0.0,22.0,32,2023-01-12T07:00:00+0700,2023-01-12 00:00:00,Sebagian Besar Berawan,Awan Pagi Buta/Mulai Cerah Larut Malam
