,Indonesia,Nangroe Aceh Darussalam,Bali,Bengkulu,Daerah Istimewa Yogyakarta,Dki Jakarta,Jambi,Jawa Tengah,Jawa Timur,Kalimantan Barat,Kalimantan Selatan,Kalimantan Tengah,Kalimantan Timur,Lampung,Nusatenggara Barat,Nusatenggara Timur,Sulawesi Tengah,Sulawesi Tenggara,Sumatera Barat,Sumatera Utara,Bangka Belitung,Banten,Gorontalo,Papua Barat,Jawa Barat,Kepulauan-riau,Maluku,Maluku Utara,Papua,Riau,Sulawesi Barat,Sulawesi Selatan,Sulawesi Utara,Sumatera Selatan
1970,2979.04,2361.25,2004.92,2893.34,2495.68,2883.4,2985.72,2882.72,2150.31,3541.86,3203.75,3140.34,2872.28,2798.08,1693.14,1722.88,1823.83,2221.94,3031.6,2652.09,2734.84,3674.71,2063.14,3263.14,3199.21,2619.91,2923.07,2515.74,3704.74,2713.4,2866.32,2712.72,2434.18,2794.54
1971,2914.76,2910.4,2708.53,2619.86,2525.41,2354.7,2454.97,3147.28,2553.11,3374.76,2688.87,2926.66,2668.07,2483.4,2070.76,2042.11,2006.61,2563.72,2424.57,2614.5,2434.78,3048.64,2315.86,3377.02,2871.23,2213.66,2752.96,2473.55,3768.74,2196.91,2931.67,3100.4,2899.21,2521.64
1972,2248.2,2148.3,1326.75,2346.34,1698.6,1974.8,2315.26,2157.35,1520.57,2533.6,2201.61,2360.44,2450.62,1983.71,1124.01,1065.85,1608.22,1200.8,2606.58,2410.44,1958.85,2402.24,1650.69,2346.72,2011.31,2131.73,1732.01,1924.37,2704.34,2167.76,2498.58,1929.43,1587.22,2058.19
1973,3095.04,2788.58,2994.55,2798.48,3045.69,2813,2798.92,3430.5,2703.67,3835.48,2807.26,3282.11,2643.89,2876.88,2398.26,2358.82,1954.17,2806.52,2766.08,2913.45,2896.3,3753.62,2214.32,3368.32,3528.96,3009.87,2922.27,2547.05,3720.59,2702.43,3059.88,3366.46,2569.32,2782.81
1974,2736.28,2377.09,2628.07,2625.75,2512.03,2641.3,2437.05,2987.79,2354.98,3008.45,2442.41,2721.83,2632.57,2787.3,2079.27,2143.83,1894.99,2917.76,2455.79,2488.32,2548.21,3734.29,2354.55,2906.82,3127.81,2528.65,2579.09,2350.83,3287.96,2139.31,2772.88,3032.51,2963.2,2611.44
1975,3037.97,2387.92,3277.29,2566.72,2888.88,2504.6,2355.16,3211.34,2767.04,3531.17,2982.8,3232.52,2898.33,2700.4,2638.95,2367.56,2121.55,3532.62,2362.92,2606.33,2540.91,3630.45,2591.74,3625.68,3135,2513.71,3410.74,2801.48,3593.34,2176.03,3225.05,3653.68,3319.54,2549.54
1976,2529.67,2102.98,1332.04,2499.12,1462.82,2285.9,2350.39,2043.49,1499.58,2864.37,2634.07,2781.66,2624.98,2293.4,1209.08,1600.1,1753.3,1885.26,2305.6,2382.93,2309.79,2877.06,1938.75,2824.1,2520.8,2410.57,2252.56,2233.48,3155.12,2129.34,2702.72,2456.73,2095.95,2404.24
1977,2729.64,2503.75,1510.12,2618.27,1669.87,2643.7,2482.58,2201.42,1657.67,3428.81,2687.85,2911.66,2755.16,2527.55,1487.81,1599.89,1725.2,1920.09,2628.76,2596.03,2392.68,2953.59,2075.82,3259.11,2449.82,2278.61,2199.61,2145.6,3421.83,2228.39,2792.09,2596.86,2355.79,2474.08
1978,2934,2669.21,2759.59,2874.48,2624.94,2370.4,2776.93,3121.07,2731.25,3406.35,2641.27,2987.96,2658,2701.56,2233.18,2174.88,1945.86,2729.75,2762.34,2743.38,2942.37,3237.84,2227.74,3586.96,3148.19,2934.7,3162.14,2631.39,3340.95,2403.61,3051.09,3184.73,2669.18,2870.25
1979,2640.41,2465.29,1974.02,2925.14,2362.16,2513.4,2972.15,2832.42,2126.1,3283.72,2499.89,2751.49,2687.28,2531.24,1568.39,1600.3,1779.78,2085.71,2889.94,2662.13,2650.53,3263.65,1970.64,2428.77,2968.27,2683.11,1891.48,2087.25,2830.94,2555.92,2749.87,2569.43,2158.1,2796.7
1980,2713.73,2711.29,1680.28,2865.16,2216.47,2647.7,2908.85,2626.41,1930.82,3249.06,2453.47,2733.97,2833.57,2626.33,1585.73,1698.17,1766.77,1973.83,2848.24,2852.1,2681.61,3375.49,2068.98,2469.14,2837.86,2965.91,2083.53,2108.02,3138.16,2548.92,2766.67,2574.08,2386.19,2823.98
1981,2864.79,2081.6,2778.12,2829.16,2561.83,2583.8,2607.52,3173.03,2552.48,3345.63,2523.36,2856.73,2762.46,2900.66,2273.66,1961.81,1838.26,2464.5,2509.36,2277.23,3068.08,3576.21,2085.65,3197.76,3154.6,2191.86,2886.29,2586.27,3580.13,2144.81,2710.35,2876.14,2471.7,2935.39
1982,2281.62,2504.76,1382.63,2267.45,1444.63,1865.8,2135.16,1980.63,1590.94,2630.56,2282.03,2418.28,2367.75,1956.38,1173.02,1550.58,1671.9,1522.24,2120.67,2691.91,2254.06,2266,1777.19,2219.38,2191.77,2225.63,1990.68,2086.09,2679.04,2037.71,2386.21,1966.06,1849.38,2226.86
1983,2722.92,2482.77,2489.89,2642.35,2457.66,2202.8,2554.87,2639.41,2391.17,3477.4,2460.57,2926.27,2384.75,2179.86,2221.23,2222.93,1728.24,1777.03,2553.19,2420.69,2662.66,2679.86,1770.76,3442.14,2665.78,2442.54,2526.11,2126.29,3379.58,2110.03,2639.83,2492.24,1688.14,2509.41
1984,3042.32,2780.93,2596.31,2760.8,2762.73,2493.9,2860.58,3155.65,2492.92,3591.87,3255.41,3329.46,3135.66,2681,2138.63,2314.25,1907.54,2457.33,2956.01,2632.77,2692.81,3424.09,2142.98,3797.9,3236.01,3012.78,2763.02,2380.34,3366.45,2843.09,3020.06,2915.05,2530.3,2615.09
1985,2805.56,2502.34,2069.94,2743.44,2228.12,2098.8,2644.69,2646.2,2173.05,3124.02,2599.72,2871.96,2776.51,2433.5,1716.51,1701.85,1831.3,2313.59,2522.44,2662.09,2674.59,2836.15,2292.36,3547.64,2632.14,2779.37,2569.54,2358.98,3481.1,2290.14,2709.81,2663.92,2822.91,2705.45
1986,2811.98,2544.93,1700.95,2948.1,2868.71,2634.7,3062.2,3207.08,2310.96,2983.95,2608.65,2768.71,2769.05,2594.9,1644.58,1780.12,1867.05,2563.8,2963.63,2738.48,2904.43,3311.21,2087.91,2876.27,3285.07,2856.84,2343.83,2140.91,3304.88,2545.37,3012.63,3047.16,2416.41,2971.38
1987,2512.49,2362.67,1581.85,2535.13,2120.41,1934.4,2554.34,2411.65,1733.68,3015.89,2481.22,2633.05,2503.06,2043.8,1444.69,1383.42,1779.74,1581.59,2585.33,2691.47,2414.12,2451.29,1954.19,2471.47,2354.71,2707.46,2183.46,2132.7,3079.83,2345.18,2525.17,2245.98,2209.54,2398.64
1988,2951.05,2822.87,2006.56,2579.24,2552.61,2354.3,2578.01,3082,2381.38,3395.97,3056.46,3167.52,3107.3,2340.95,1784.65,1796.16,1861.21,2852.52,2713.6,3165.97,2564.98,3096.39,2444.31,3326.93,2904.04,2826.41,2630.31,2343.11,3438.01,2512.45,2871.11,2964.93,3063.12,2491.7
1989,2877.74,2673.84,2237.38,2899.78,2605.93,2584.2,2978.46,3116.95,2217.97,3151,2585.49,2870.29,2755.8,2714.91,1795.58,1687.45,1768.95,2082.5,2746.2,2815.94,2772.2,3363.1,2505.76,3464.05,3043.02,2799.16,2588.21,2451.71,3436.71,2611.87,2914.82,2740.05,3173.1,2944.43
1990,2610.07,2397.33,1864.48,2678.59,1884.41,2393.5,2512.38,2412.06,1964.59,2871.75,2414.46,2560.6,2431.66,2554.07,1917.04,1933.52,1792.71,2097.03,2398.85,2466.17,2579.41,3233.46,2316.45,3088.63,2804.08,2436.76,1984.14,2037.03,3305.78,2102.62,2556.37,2417.79,2845.07,2649.22
1991,2471.1,2404.08,1473.28,2423.34,1889.01,2161.9,2335.27,2262.18,1894.38,2957.62,1941.66,2459.7,2252.89,2161.74,1439.36,1583.45,1761,1763.23,2600.64,2874.73,2076.68,2604.29,2175.02,2741.14,2449.48,2485.06,1522.61,1838.83,3128.79,2340.1,2349.88,2296.14,2591.34,2223.56
1992,2679.12,2033.87,2558.92,2753.87,2604.55,3026.8,2554.99,3168.55,2640.66,3231.56,2639.41,3144.12,2304.66,3006.04,2038.43,1602.22,1752.19,1918.03,2348.13,2439.21,2650.28,3974.42,2284.22,2889.2,3645.43,2681.74,1708.99,1783.07,3101.84,2299.92,2406.33,2373.12,2675.13,2775.37
1993,2583.31,2586.14,1515.6,2602.9,1987.74,2694.9,2536.62,2401.18,1799.51,3411.57,2217.84,2792.51,2452.49,2750.89,1443,1412,1717.76,1683.1,2543.67,2906.52,2741.45,3485.69,2020.53,2432.62,2946.41,2694.4,1935.84,2083.08,2932.89,2450.39,2551.61,2289.57,2375.03,2628.47
1994,2545.18,2477.29,1851.7,2242.38,1958.52,2171.5,2088.16,2163.45,1744.09,3545.95,2374.79,2761.82,2550.15,2148.32,1758.33,1874.55,1773.37,1914.07,2038.9,2607.56,2184.76,2719.62,2104.8,2911.87,2465.34,2515.93,1738.03,1748.35,2997.11,2073.03,2634.67,2547.23,2518.17,2185.6
1995,2936.84,2844.29,2585.11,2997.65,2572.48,2720.6,3103.24,3104.01,2399.99,3538.47,2817.53,3051.61,2643.13,2791.55,2134.48,2344.23,1819.76,2628.15,3025.66,3132.41,2946.62,3560.5,2123.85,3044.35,3548.44,3081.3,2514.1,2289.37,3173.52,2890.7,2731.13,2980.56,2405.01,3051.42
1996,2836.27,2474.47,2094.04,2841.89,2057.01,2951.6,2817.82,2735.84,2028.13,3145.46,2854.88,2983.37,2653.25,2924.86,1927.12,2394.53,1844.77,2304.67,2812.91,2872.77,2574.59,4014.13,2295.49,3114.99,3305.17,2834.72,2508.39,2297.74,3316.16,2643.61,2619.03,2751.83,2744.78,2758.48
1997,2274.98,2125.06,1611.83,2035.16,1358.28,1457.2,1799.59,1795.01,1447.65,2645.5,1892.13,2338.59,2100.34,1620,1397.55,1509.68,1720.73,2097.45,1913.3,2249.63,1751.3,1724.45,1671.02,2431.91,1804.93,1923.7,2009.95,2087.43,3270.4,1822.05,2407.01,2605.91,1557.24,1806.78
1998,2877.67,2479.91,3118.27,2998.31,2968.22,2927,2878.06,3525.26,2804.21,3168.35,2786.07,2975.33,2473.96,2891.76,2184.02,1842.45,1773.49,1969.83,2807.26,2636.33,2901.9,3755.9,2214.4,3695.88,3618.09,2717.92,2910.09,2314.81,3399.58,2387.51,2554.35,2501.96,2501.19,2956.21
1999,2916.1,2519.75,2846.27,2941.44,2558.31,2618.1,3010.86,3059.66,2454.15,3388.91,2604.16,2889.8,2735.26,2567.35,2464.78,2089.86,1782.41,2149.21,3045.25,3011.81,2751.45,3349.24,2366.35,3664.18,3154.36,2704.48,2901.31,2298.24,3349.82,2624.16,2570.35,2751.08,3038.46,2844.28
2000,2935.1,2624.24,2746.43,2827.63,2437.14,2172,2806.23,2906.06,2747.76,3403.01,2857.9,3057.98,2897.09,2327.78,2275.29,2454.31,1858.25,2172.61,2739.13,3067.79,2751.74,2776.58,2812.95,3400.98,2724.83,2810.19,2787.3,2399.77,3326.75,2669.42,2799.73,2682.92,3916.94,2750.6
2001,2877.01,2646.19,1817,3081.75,2344.73,2751.6,3033.73,2946.24,2073.39,3242.58,2305.06,2865.56,2668.54,2906.13,1583.5,1775.13,1750.23,2171.4,2610.01,2882.82,3169.06,3626.57,2293.22,3114.53,3301.69,2901.72,2495.29,2272.79,3423.19,2583.89,3159.41,3186.9,2908.46,3294.77
2002,2596.6,2196.37,1456.07,2515.53,1915.06,2125,2491.29,2328.73,1724.04,3150.32,2503.28,2927.19,2482.63,2214.14,1420.52,1500.54,1705.13,1814.93,2820.56,2719.7,2074.8,2853.08,1908.9,2821.06,2387.62,2368.52,2339.1,2175.14,3263.08,2382.57,2546.3,2346.09,2094.25,2190.13
2003,2890.05,2606.3,2040.16,2827.97,2631.19,2446.3,3041.79,3049.64,2264.9,3652.26,2687.5,3075.77,2756.35,2408.14,1846.36,2208.73,1763.76,1842.86,3258.93,3113.97,2534.8,3177.68,2174.38,3168.14,3008.64,2832.62,2399.03,2253.15,3302.83,2883.03,2604.54,2279.74,2623.1,2637.37
2004,2638.79,2288.09,1601.47,2695.59,2459.31,2232.7,2747.32,2868.52,2037.68,3512.26,2502.48,2744.24,2574.44,2227.49,1271.59,1422.95,1614.43,1408.38,2740.42,2602.32,2308.64,2834.34,2042.88,2764.34,2757.58,2708.84,2383.78,2211.89,3180.48,2472.13,2510.99,2071.55,2274.14,2487.41
2005,2743.29,2254.97,2037.98,2933.25,3099.06,2868.1,2837.85,3618.96,2205.09,3056.77,2114.32,2586.42,2564.77,2782.18,1638.43,1480.8,1788.83,2090.66,2783.12,2465,2792.72,3629.44,2234.29,3122.62,3582.29,2728.27,2342.47,2260.03,3372.88,2427.68,2579.07,2539.96,2728.23,2881.6
2006,2651.61,2649.43,1976.04,2564.08,1937.62,2166.8,2554.84,2320.95,1934.6,2954.16,2466.57,2604.98,2898.84,2292.79,1840.57,1835.42,1691.37,1726.3,2633.73,2984.23,2256.31,2721.29,1976.19,2966.12,2365.96,2701.36,2362.86,2201.96,3190.83,2522.59,2597.31,2269.34,2294.28,2396.53
2007,2869.1,2403.06,2040.12,2692.74,2305.65,2644.5,2806.38,2815.07,2124.58,3656.34,2741.91,2995.03,2839.01,2574.03,1695.45,1866.15,1867.29,2272.8,2917.41,2812.96,2712.2,3425.62,2270.48,2892.46,3100.19,2880.56,2432.43,2309.09,3391.07,2704.17,2769.36,2750.66,2779.82,2615.91
2008,3012.77,2457.92,1968.65,2793.04,2120.53,2413.2,2849.79,2570.86,2034.83,3751.16,3020.82,3228.66,3259.44,2472.27,1654.35,1849.9,1942.68,2145.56,2955.81,2925.97,2463.71,3133.17,2482.35,3432.38,2755.03,2875.39,2440.2,2366.8,3635.58,2773.21,2929.99,2690.93,3115.68,2600.74
2009,2775.49,2829.5,1950.39,2608.57,2049.48,2261.2,2683.3,2486.56,1882.13,3629.49,2029.62,2611.09,2621.92,2257.82,1530.87,1488.27,1726.43,1625.73,2797.38,3077.92,2274.22,2941.78,2000.22,3152.56,2692.7,2620.3,2430.97,2212.44,3652.93,2589.88,2518.92,2296.86,2296.33,2414.11
2010,3289.37,2737.77,3484.33,3411.27,3203.91,3382.4,3400.5,3987.62,3265.76,3579.23,3221.9,3459.4,2964.26,3317.06,2441.59,2206.01,2214.18,3798.19,3313.92,2967.08,3357.5,4571.13,2197.98,2984.63,4122.16,3080.92,2886.96,2274.89,3778,2925.48,3205.43,3855.57,2626.69,3545.52
2011,2908.97,2602.47,2100.24,2640.26,2168.27,1937.2,2705.17,2505.81,2074.26,3316.41,2818.32,2936.89,3123.17,2264.41,2066.64,2424,1795.25,2159.46,2737.73,3121.49,2620.06,2564.46,2174.27,3629.42,2397.07,2969.68,2648.41,2281.04,3474.41,2601.72,2850.35,2772.5,2671.48,2612.67
2012,2866.86,2408.67,1887.45,2945.78,2223.16,2117.2,2801.65,2623.86,1886.89,3505.2,2528.65,2830.44,2968.49,2402.19,1745.37,1922.85,1837.03,2110.47,2614.61,2868.56,2665.32,2707.1,2358.25,3423.12,2649.82,2795.83,2446.88,2336.13,3537.28,2490.21,2603.69,2376.23,2963.86,2837.41
2013,2908.12,2782.61,2515.05,2884.45,2417.75,2331.9,2939.7,2856.27,2652.01,3307.69,2687.36,2881.64,2944.77,2686.34,2062.87,2468.38,1855.27,2388.26,2772.85,2895.17,2878.33,3041.62,2221.27,3049.68,2700.53,2952.2,2473.52,2268.45,3346.12,2630.72,3008.81,3112.58,2616.29,2934.74
2014,2601.32,2438.93,1517.54,2470.36,2223.94,2198.6,2374.72,2631.52,1882.44,3046.43,2361.21,2683.44,2633.49,2061.6,1199.24,1446.13,1809.21,2038.87,2586.15,2536.55,1968.83,2849.82,1989.61,2893.15,2645.03,2445.17,2365.48,2220.47,3357.09,2252.49,2587.56,2447.25,2228.25,2067.58
2015,2482.19,2082.36,1647.48,2446.41,1835.94,1917.9,2254.44,2166.72,1711.25,3222.1,2182.68,2528.11,2332.84,2058.3,1483.59,1661.65,1840.21,2222.1,2472.84,2454.53,1886.84,2417.01,1658.51,2745.58,2208.67,2135.87,2299.66,2115.67,3108.37,2212.43,2623.8,2713.64,1557.57,2143.83
2016,2947.5,2610.63,3185.88,2630.95,2947.37,2864,2659.68,3591.62,2952,3984.36,2831.65,3141.53,2515.94,2842,2421.39,1784.49,1815.53,2417.41,2962,2923.33,2918.88,3801.39,2115.36,3290.47,3536.41,2748.84,2508.44,2254.09,3332.66,2560.78,2631.76,2795.02,2393.74,2671.82
2017,3017.2,2533.9,2700.55,2833.89,2441.58,2727.8,3016.13,2961.81,2469.12,3608.01,2859.16,3056.58,3079.81,2773.21,2391.63,2288.21,1952.53,2518.93,3124.2,2822.89,2661.24,3582.11,2365.73,3559.38,3154.98,2803.22,2609.74,2334.02,3360.76,2746.07,3185.14,3220.76,3022.71,2781.65
2018,2823.96,2985.76,1822.23,2861.37,1924.8,2236.3,2799.99,2330.66,1841.43,3467.32,3021.45,3066.28,2924.01,2503,1700.21,1687.05,2035.02,2751.47,2790.01,2987.06,2581.29,2944.6,2097.77,2907.27,2587.74,2628.62,2329.05,2216.45,3036.91,2611.91,2925.27,3163.5,2442.97,2779.41
2019,2512.99,2573.43,1411.08,2236.94,2068.23,1886.5,2013.09,2413.45,1722.87,2939.25,2116.74,2492.57,2535.76,2015.39,1320.77,1097.23,1874.03,2097.69,2102.52,2438.76,2048.69,2322.8,1771.99,2887.32,2219.5,2026.65,2489.43,2166.38,3424.74,1940.1,2635.74,2681.79,1699.55,2051.06
2020,2999.83,2890.25,2008.13,2902.42,2756.65,3187.7,2851.72,3370.78,2249.47,3587.56,3106.01,3330.99,3220.71,2977.07,1829.25,1513.66,2131.9,2912,2780.39,2689.68,2958.57,4110.42,2160.77,3121.1,3747.52,2843.68,2415.65,2265.19,3194.83,2518.47,3179.5,3207.2,2497.35,2909.22
2021,3087.72,2953.74,3193.85,2865.57,2481.96,3033.4,3013.59,3050.99,2633.38,3567.07,2773.3,3106.12,2928.74,2827.46,2642.97,1917.62,2023,3280.54,3061.16,3013.1,2796.64,4015.75,2408.69,2988.82,3421.81,3154.93,2461.07,2359.86,3679.98,2953.63,3174.77,3566.31,3073.77,2770.87
